id,value
16407,103135.34336751237
16408,95382.63998663078
16409,98232.79127988793
16410,107806.94950910128
16411,108014.67777811212
16412,118051.53268737007
16413,114836.94950794177
16414,114888.30977168282
16415,109489.1921526674
16416,104232.31200092766
16417,113661.62736079357
16418,118027.62460234457
16419,118062.69563451211
16420,118950.1202653381
16421,119586.46767066675
16422,113993.11554642634
16423,106179.7615018132
16424,116928.10343716132
16425,120367.16175150158
16426,116772.9415277787
16427,116352.64792593467
16428,116765.4893436238
16429,110427.88725862389
16430,103805.00844626024
16431,112903.11756162027
16432,114674.35194622075
16433,112959.30357842451
16434,113977.95927221377
16435,113281.94596358019
16436,104033.80026421323
16437,100881.80909066403
16438,110934.9434461234
16439,112580.39334576177
16440,111665.86367289565
16441,111396.1050160201
16442,114600.17859354883
16443,106113.74890371057
16444,102894.68878420211
16445,110474.02015716677
16446,112354.70274479031
16447,110190.64074423858
16448,110715.33937501755
16449,111801.6615602323
16450,104594.6753831602
16451,102936.88138568423
16452,114220.62850657987
16453,115662.71918008481
16454,114147.11106643039
16455,106488.97153207546
16456,115646.46505213
16457,110662.48565079155
16458,106366.6717403898
16459,113484.06352399936
16460,117018.24493883987
16461,115167.28609417744
16462,115783.45406168183
16463,115057.89373121363
16464,110090.77689348895
16465,109862.83799344169
16466,109782.00336275219
16467,101541.19612840214
16468,97952.15948678601
16469,110126.2165516133
16470,108007.98818648882
16471,103467.38941861276
16472,96379.17581895595
16473,104921.59636839294
16474,109234.75909152982
16475,106008.9083810368
16476,102690.27827949962
16477,104173.89858521288
16478,98722.62639786319
16479,94878.28145537003
16480,103069.11002074323
16481,107009.29491791196
16482,104443.56220058298
16483,103172.74073875941
16484,103555.53234143947
16485,98190.73271566838
16486,94371.29312904792
16487,99152.50724545763
16488,104454.53369712716
16489,103028.58424688746
16490,103167.7632213282
16491,103253.38171771565
16492,95142.36512744449
16493,89922.08591605537
16494,98035.67895746522
16495,97954.55053923634
16496,93369.1603871273
16497,93071.51026383854
16498,95157.68439270672
16499,89078.83064068192
16500,85208.65202724836
16501,94833.77176494122
16502,96488.46821683452
16503,93529.50157544037
16504,93296.40563448057
16505,92698.39550723745
16506,86913.36548099856
16507,83135.96015043813
16508,92733.6189468835
16509,92677.22356986157
16510,90593.76609288676
16511,91524.89192499184
16512,93294.48661457334
16513,86162.51620693669
16514,83454.75040152352
16515,91805.50624906652
16516,94865.61778539783
16517,92174.41476136039
16518,91796.66655921392
16519,90808.26307955949
16520,83334.7639365323
16521,78752.37260242342
16522,83538.02937025839
16523,77297.10930229201
16524,83397.64338629499
16525,82933.05318052125
16526,83473.45809511426
16527,77522.47039507813
16528,72806.18404082359
16529,80676.43121157482
16530,73119.90976052702
16531,82176.67592700211
16532,81261.3671234091
16533,82183.37719218497
16534,78768.31998890325
16535,74850.57722374411
16536,82432.81287439153
16537,86096.63645957517
16538,82465.99162381834
16539,81742.68450012738
16540,81721.59418134783
16541,76337.50097844742
16542,73032.9861473054
16543,80634.70623139715
16544,84350.30258146107
16545,79658.24187222427
16546,79225.80857639184
16547,79484.68344027018
16548,76184.20208113448
16549,72429.0370355747
16550,81316.07531136193
16551,83811.89146256898
16552,79956.01488679746
16553,78123.29546885037
16554,78274.9113578171
16555,72211.37265897809
16556,69937.92055850367
16557,78653.54758765077
16558,81310.57261796422
16559,77820.46745068351
16560,78874.14645295519
16561,79922.67143220239
16562,73961.23723844523
16563,70167.84301297761
16564,79845.79317117925
16565,74679.42327413367
16566,79006.98434190465
16567,79801.11251457837
16568,79887.38879545822
16569,74825.08128751778
16570,70458.28177532877
16571,80340.06926019797
16572,81977.12863641158
16573,78102.02479483938
16574,78175.6432193077
16575,78100.81982303175
16576,72621.54850278565
16577,69900.66559197886
16578,78470.94775400124
16579,81258.25918917023
16580,77945.75603226204
16581,77471.99035037721
16582,78068.42417632931
16583,73555.5934675618
16584,69774.62267606935
16585,77871.9840602919
16586,80595.40450994582
16587,78680.0584267241
16588,79400.55051661415
16589,79223.44049408443
16590,74291.36428690617
16591,71457.64841385109
16592,80137.85441283157
16593,82679.27486666739
16594,79058.94020204149
16595,78105.66647673016
16596,79607.28932774418
16597,74526.35788485214
16598,70258.22898482684
16599,79008.949782393
16600,80981.57560264396
16601,77807.11574771989
16602,77850.96904082024
16603,79347.72418053665
16604,74072.31784654025
16605,70319.84279113535
16606,78503.54813353313
16607,81858.07874595492
16608,78583.57950992782
16609,79043.87420800117
16610,81022.20920899055
16611,75382.67873342343
16612,70707.23932591046
16613,79292.00352474028
16614,84430.23622432377
16615,79297.41014721035
16616,79023.52965865807
16617,78184.90308354571
16618,73530.39830850755
16619,70633.75586386552
16620,77665.39260616768
16621,80883.82975270055
16622,76448.12787787747
16623,75548.41271230218
16624,77702.72206303763
16625,72407.9780453247
16626,69014.34460810108
16627,78287.43553841588
16628,81152.11576498575
16629,76614.73701841703
16630,74738.17250925902
16631,74331.47038935148
16632,68368.15822808197
16633,65643.82958396208
16634,75454.10094089745
16635,78839.07228974858
16636,74491.1673911788
16637,75516.32450758405
16638,77165.68461175087
16639,73142.65590047202
16640,71252.73341134941
16641,79880.82382481551
16642,81279.48638781549
16643,75460.02470858829
16644,77883.97513808245
16645,78974.72116062045
16646,73577.64475992238
16647,69487.27334503981
16648,78696.96299973386
16649,82354.21779374096
16650,79060.62651537776
16651,80391.06451666166
16652,82236.15248588
16653,77434.31171902362
16654,73846.96682038816
16655,82094.66854886017
16656,85083.28878974527
16657,81352.26606702567
16658,81379.67487367456
16659,82286.92589808154
16660,79213.26470165688
16661,75555.39958123896
16662,84018.43169560347
16663,87748.2753329707
16664,84998.20846074166
16665,85025.12099535535
16666,87569.66339824533
16667,82563.1478831336
16668,81466.45422410956
16669,87982.28766077902
16670,92616.56334317119
16671,88810.05899064217
16672,90081.73194770297
16673,90852.66135971238
16674,85334.41373085792
16675,82188.32727498582
16676,90054.16714543187
16677,94925.38901172254
16678,91009.24617455759
16679,91614.82102798992
16680,92808.6080046853
16681,87311.7138300599
16682,83925.45172962706
16683,92432.66658358453
16684,95121.16354740201
16685,90366.64122278441
16686,89370.83988793568
16687,91162.3117636353
16688,86429.29754774939
16689,83554.24486284179
16690,92476.49905331078
16691,98050.06574201318
16692,93410.46095247992
16693,93284.01791590809
16694,94173.66181975718
16695,89379.41086511989
16696,87144.73960258071
16697,96532.76337183751
16698,100649.10419550195
16699,97466.59688470222
16700,98835.15307995152
16701,100262.34199706596
16702,97410.74856435847
16703,95103.285078681
16704,102683.30080199824
16705,106502.97045565798
16706,101128.32443917864
18366,409396.9995071399
18367,394805.3047580067
18368,403256.1358257446
18369,412537.6787845076
18370,407630.29129449575
18371,416894.41163110075
18372,410254.2356028029
18373,412877.47912258026
18374,405449.3959786994
18375,399947.9776380992
18376,410304.88215081004
18377,418237.0737170406
18378,422963.90667887987
18379,424867.95629582094
18380,423723.8916429397
18381,420969.9816966814
18382,420769.38630830136
18383,436136.8161688108
18384,447512.5334119334
18385,440396.07719451596
18386,443236.21681194747
18387,444224.30992397235
18388,422568.3951842964
18389,413237.8059483534
18390,420090.5616167181
18391,427157.96714067494
18392,423484.8517096789
18393,423472.14777869487
18394,420972.9321551807
18395,414182.8474380322
18396,407410.17966091045
18397,415334.2828069914
18398,415696.2266839367
18399,412724.39051628736
18400,409967.56648028747
18401,414973.5654379748
18402,405652.052691388
18403,408032.686481169
18404,417355.9785225026
18405,421496.37811333284
18406,419787.0857913717
18407,419787.26439853053
18408,421715.37525408634
18409,415835.83747385547
18410,412555.7316948806
18411,425076.56237267464
18412,434417.2179149015
18413,434343.63052473747
18414,418545.78651642654
18415,430156.2537915024
18416,409828.59111624415
18417,404491.2198166345
18418,411449.7031606744
18419,417115.587040075
18420,417224.2247145287
18421,421042.3006521844
