id,value
16407,99763.13799505016
16408,94553.18908557123
16409,100716.8729166836
16410,104733.87365046615
16411,102172.90233008174
16412,113511.38789982561
16413,111624.06284417187
16414,109317.1220338012
16415,107927.30830239001
16416,106694.88750215046
16417,105394.55290880064
16418,112266.93018591507
16419,114709.9952218267
16420,115886.94993108128
16421,114962.06232313621
16422,113639.27269341549
16423,110645.16705529136
16424,109175.80756568737
16425,116749.55736552579
16426,115848.198319987
16427,115570.10314113143
16428,114483.91742391151
16429,112718.57374073417
16430,108475.36960589488
16431,105102.0226595905
16432,113172.97393596845
16433,114038.76150376112
16434,114281.40287858479
16435,112843.56755107689
16436,110106.47238184832
16437,106924.18076990543
16438,105429.84051358256
16439,111841.24869542736
16440,114220.6358539938
16441,113467.1834999824
16442,114155.10118259792
16443,112310.54408564368
16444,107789.91058930689
16445,105776.57879236843
16446,113346.71061375069
16447,113772.30896205956
16448,113183.85180099301
16449,112238.34135813352
16450,111626.38384338291
16451,108397.53058440283
16452,107851.02887623312
16453,115997.1646483465
16454,116083.58680331847
16455,106655.98343568164
16456,114565.04351771896
16457,113696.88488398057
16458,108664.013274829
16459,106295.77636723245
16460,114905.94800534507
16461,114624.23408446433
16462,114870.20929900242
16463,112745.14615691201
16464,110965.44343857019
16465,112192.39176238295
16466,103278.70366044586
16467,98801.47076520238
16468,95588.05061780506
16469,109628.33525224855
16470,105302.81948894216
16471,104823.70492537807
16472,99173.1624243029
16473,97853.7728814285
16474,105837.81151675148
16475,104324.00471058267
16476,103114.22459372086
16477,102057.7352450141
16478,101951.72163968696
16479,98727.58399491229
16480,96754.79882895388
16481,103952.14942232183
16482,104154.97061615365
16483,103854.7340299937
16484,101624.79165767969
16485,102040.50084407588
16486,98469.26565171468
16487,92206.99808109156
16488,101531.71212548237
16489,103362.49010875482
16490,103550.23977432567
16491,102242.68524946521
16492,100016.41351222029
16493,94506.15973506229
16494,90951.21423961181
16495,95894.88900770782
16496,95038.37918396384
16497,94730.16096257001
16498,95456.84162234908
16499,95205.21621582225
16500,90420.93566990466
16501,88401.9942035838
16502,95096.3356254452
16503,95520.93836962657
16504,95333.14950664743
16505,92855.9220342363
16506,93003.18079364412
16507,87911.91695157162
16508,85482.15068736093
16509,91788.64414738558
16510,92563.26699044715
16511,93309.83231067086
16512,93220.04366599931
16513,92110.89678571241
16514,87255.25675331081
16515,83965.01658292915
16516,93095.83192934046
16517,93352.76712419807
16518,92395.19334683863
16519,89899.81066613327
16520,88024.76777257913
