id,value
16407,99387.9826791865
16408,92895.84687526416
16409,89496.81624145225
16410,96692.5403080276
16411,98904.7032846683
16412,100133.93892154325
16413,101025.76948692938
16414,100825.53824767016
16415,93764.15307414468
16416,90019.9801861417
16417,98172.0392163718
16418,101525.7766767304
16419,101773.7862214184
16420,102587.6268162712
16421,102042.79305435672
16422,94424.61858752077
16423,90203.64013624932
16424,97755.55171095833
16425,99229.8705372317
16426,98725.05632988166
16427,99295.13756349217
16428,98098.85547337332
16429,90878.02772775866
16430,86739.05350022594
16431,95494.86013981825
16432,96826.89719070421
16433,97407.71092608207
16434,97819.2630884698
16435,96452.62022587247
16436,88948.55254477027
16437,84713.3550625228
16438,93080.125851154
16439,94166.82083676272
16440,93842.56716085799
16441,95407.07567412114
16442,95388.63823462589
16443,88313.52356615177
16444,84541.52252389613
16445,92947.63310271165
16446,94102.45608668518
16447,94224.42718565518
16448,95596.01500917505
16449,95611.54114185243
16450,88392.14676037456
16451,85467.69246815264
16452,94001.660355501
16453,95665.98708216548
16454,94614.07746672299
16455,97038.97124414882
16456,96659.6365203214
16457,90251.50828249154
16458,85554.51400579076
16459,93033.80817181473
16460,93316.03723869633
16461,92858.2331553019
16462,92731.77029111338
16463,90677.54970630098
16464,83066.1241966956
16465,79159.15264529546
16466,87544.91498043772
16467,89684.42820984262
16468,90742.71584773638
16469,90861.97683705908
16470,90297.73842143573
16471,82930.59146386787
16472,79777.04979797856
16473,87465.23640677107
16474,89079.44529366269
16475,89202.69415219763
16476,90225.16356696407
16477,89595.11160388852
16478,82738.2131748242
16479,79022.4395438896
16480,87344.57010386151
16481,88413.88475786574
16482,89304.27176195997
16483,90460.1286285338
16484,89717.21088704669
16485,82751.09656658935
16486,79665.61902053234
16487,87789.47542849407
16488,89002.56572527831
16489,89830.6124464541
16490,90479.70213453156
16491,88707.27651143662
16492,81617.91842652154
16493,78548.46866766425
16494,86344.92638750828
16495,88156.49606089373
16496,88875.30772063689
16497,90106.21648543834
16498,89459.929222987
16499,83203.54933802687
16500,80049.77794719492
16501,87740.88109534398
16502,88938.38407062199
16503,89264.87632866361
16504,91154.28993469231
16505,90669.87444193749
16506,83651.98595143051
16507,79824.55724572233
16508,88752.02437580141
16509,89926.60398891274
16510,90707.76943370706
16511,91027.17131113715
16512,91229.56194389446
16513,83712.5465907583
16514,79334.12678401177
16515,87206.99195004863
16516,89945.7040085207
16517,90438.69191990112
16518,91110.20564145123
16519,90951.5494845175
16520,84134.16401573314
16521,79299.81359968963
16522,86881.51578098856
16523,89039.79316615015
16524,89031.61352508428
16525,88790.84573105036
16526,86791.39860095318
16527,79751.70459512829
16528,76066.12827585591
16529,84770.90219433267
16530,86077.68223359578
16531,86008.91349634767
16532,88274.82305341662
16533,88301.21062680276
16534,80392.03977171288
16535,76437.59318421216
16536,84500.97833314829
16537,85898.06927545197
16538,85794.71685468632
16539,87450.84687203798
16540,86635.15607418746
16541,79773.62498424086
16542,75973.66327399883
16543,84198.19396224471
16544,85226.5594151621
16545,85503.79901169532
16546,86120.77185385923
16547,85035.6765560274
16548,78517.4668485806
16549,75670.40415390076
16550,84582.10795007134
16551,85800.9100518676
16552,86102.1281977502
16553,87449.778238474
16554,86312.18153614012
16555,80419.70828813342
16556,77124.6156200931
