id,value
16407,96600.19283339856
16408,87392.77606300252
16409,82370.89335185573
16410,84381.64803019013
16411,82445.14934590308
16412,98960.6489478778
16413,102395.57388753336
16414,106684.54570689973
16415,100607.18385948321
16416,88724.2787361818
16417,88644.78579593464
16418,92548.00037668999
16419,99065.73992892863
16420,106149.08478996805
16421,112442.52840689047
16422,106631.63677378137
16423,91283.64320918077
16424,93036.3496612836
16425,97617.43196081306
16426,100657.15468913708
16427,105917.21466357909
16428,111451.45883125899
16429,105105.50835454452
16430,90410.71528064008
16431,89800.30626465069
16432,92668.77495602726
16433,98236.51999065111
16434,104273.29663021676
16435,109576.99720140008
16436,101533.53483301526
16437,89607.15603997339
16438,88923.71925304795
16439,92402.92588070448
16440,98435.25656999763
16441,102518.76940736543
16442,111239.84922189647
16443,103351.8506174634
16444,91247.42672382595
16445,88932.40801183376
16446,92958.96478874698
16447,98507.27118213648
16448,103203.61315461961
16449,108903.19864780376
16450,102810.0959370734
16451,90815.24710557247
16452,92511.23203212509
16453,95419.03602105068
16454,100711.29681881577
16455,96361.21815286427
16456,110987.94372127377
16457,106372.95901202
16458,91701.31213254473
16459,89106.21337248775
16460,95219.9799009721
16461,99881.08066805424
16462,104584.50010886803
16463,109815.4182513707
16464,103023.96268301357
16465,94638.44092208745
16466,87028.47340593979
16467,79176.95802017691
16468,81079.68085483118
16469,99621.12731836534
16470,101986.03850844323
16471,96172.5229185189
16472,82037.38043845224
16473,82079.93267386028
16474,86390.66414348695
16475,89530.8197143945
16476,92759.00038614123
16477,99530.63681046217
16478,92791.64557943266
16479,80980.67272086848
16480,81274.8377780856
16481,84856.20898204844
16482,89280.28272341946
16483,93377.53049002062
16484,98529.9204872467
16485,92752.50554087614
16486,81030.78258581157
16487,77215.95843125373
16488,81801.55323791195
16489,88296.18635427723
16490,93527.94550518485
16491,98663.91639512166
16492,90862.3193608933
16493,76956.87237048954
16494,75877.18340214962
16495,76539.12277208208
16496,79827.64823626816
16497,84378.49984089658
16498,92081.20161329745
16499,85756.74794119617
16500,73459.08157288298
16501,73034.24350415342
16502,75625.02221214329
16503,80547.16778746426
16504,85116.43480409097
16505,89382.16570304228
16506,83402.15597027667
16507,70845.56931231121
16508,70648.11406852922
16509,72140.33289994737
16510,77698.03941432462
16511,83042.13942633932
16512,89649.22002188735
16513,82724.46077753927
16514,70206.12968886673
16515,68904.89475417188
16516,73739.45907555525
16517,78525.10405451212
16518,81992.75073339441
16519,86565.35153262205
16520,78543.25290660029
16521,64231.11909798442
16522,60926.32443174561
16523,55575.069522658305
16524,69149.9901756236
16525,73181.71054422035
16526,78560.66600975636
16527,71889.81927011203
16528,58298.050557248556
16529,58045.42974163828
16530,50529.05977603112
16531,66792.79589936792
16532,71136.4581116361
16533,77243.93017715326
16534,72364.54082645066
16535,60166.59665486296
16536,59745.27744989085
16537,63428.513868164955
16538,67364.86094194153
16539,72045.93603583075
16540,77135.47908718757
16541,70353.92662312026
16542,59373.59233000097
16543,58490.10832821679
16544,62069.419648955576
16545,65225.22025261548
16546,70272.37404564011
16547,75339.41013549815
16548,71448.68543873329
16549,59450.53779051724
16550,59676.65762412895
16551,62404.83857751232
16552,66488.80182313485
16553,69901.61179956736
16554,74938.01777732365
16555,68336.51005342849
16556,57297.148863432696
16557,57211.70920618211
16558,59929.39559359267
16559,64816.59568113465
16560,70724.07834785449
16561,76535.41531234706
16562,69929.98383765163
16563,57181.537135484294
16564,57944.496676698036
16565,52980.89787447102
16566,65800.98726404092
16567,71289.99016721922
16568,76086.21868892165
16569,70443.44010154126
16570,57045.18689121018
16571,57919.78650850821
16572,60287.131109196795
16573,64821.81330698514
16574,69187.98890930136
16575,74289.18224946698
16576,67815.91867100813
16577,55845.851924345785
16578,55672.36007252552
16579,59247.828871884136
16580,64251.24793836805
16581,68056.7823995051
16582,73680.6024685482
16583,68324.96087446064
16584,55423.534030250805
16585,55086.42330670662
16586,58454.316956427094
16587,64579.69599430776
16588,70068.2868731682
16589,74729.58006554881
16590,68729.21191635093
16591,56879.00436535015
16592,57464.8789591294
16593,60238.31482264506
16594,64789.89811499111
16595,68884.03807190545
16596,75224.56816104206
16597,68916.8956043016
16598,56070.85918199966
16599,56815.498610233684
16600,58655.13790100414
16601,64006.042127780645
16602,69116.1449322422
16603,75310.510015969
16604,68818.7470365334
16605,56550.43630248437
16606,56531.68707928664
16607,59730.6701998982
16608,65046.38048035121
16609,70546.52683970057
16610,77317.62518222634
16611,70467.81544674266
16612,57224.287864713704
16613,57480.470191829685
16614,62500.237253909276
16615,66165.18686994519
16616,70750.258326105
16617,74714.69467042823
16618,68836.72080442999
16619,57180.52101674928
16620,55780.40019192022
16621,58997.23120468823
16622,63417.4216188931
16623,67410.15339541233
16624,74120.30236047831
16625,67732.77789377714
16626,55438.013255469865
16627,56200.51837699644
16628,59189.4897447395
16629,63503.96430380222
16630,66412.43204967961
16631,70578.34178254189
16632,63414.54751479207
16633,51615.48535970887
16634,53031.621873228876
16635,56576.27287504006
16636,61220.34588841589
16637,66756.91526216762
16638,73064.94314111308
16639,67815.76443332502
16640,56766.13776902375
16641,57132.5571433719
16642,58758.97688509298
16643,61929.36727248974
16644,68903.73855913313
16645,74742.33094278179
16646,68051.29617613924
16647,54875.75519225882
16648,56014.63668750456
16649,59861.22316739386
16650,65532.90130941129
16651,71526.14155350505
16652,78103.89136146379
16653,71848.89841584151
16654,59330.948359067836
16655,59609.08456309418
16656,62622.22385635109
16657,67970.31677636637
16658,72809.52608042519
16659,78343.98001629581
16660,73794.94917152348
16661,61341.37337379079
16662,61827.47956308882
16663,65475.401757550906
16664,71820.54990146827
16665,76774.71978353083
16666,83788.65317072032
16667,77271.47070166061
16668,67406.88598011981
16669,65935.61516952567
16670,70373.30606930294
16671,75832.69258085167
16672,81984.45370037515
16673,87271.03853404059
16674,80212.05527793411
16675,68210.58834167277
16676,68100.16241138274
16677,72722.10040218831
16678,78186.75947873408
16679,83580.66393136527
16680,89221.37202048156
16681,82151.78139703455
16682,69839.03029478033
16683,70320.47844153858
16684,72802.77855313447
16685,77485.02413745337
16686,81267.29899143061
16687,87470.9726065093
16688,81110.50745383595
16689,69276.72698038469
16690,70157.52200842994
16691,75568.61119102011
16692,80455.75648071714
16693,85016.72723339155
16694,90308.07496563524
16695,83870.4793460213
16696,72626.58985896225
16697,74012.81438158092
16698,78053.33190653635
16699,84440.03566302269
16700,90469.62053930503
16701,96291.62706680846
16702,91785.67914655147
16703,80424.29587736413
16704,80088.78384275353
16705,83871.93520793636
16706,88083.04404350359
18366,397023.2465618483
18367,397126.77373171673
18368,386408.09986455675
18369,387516.7785134221
18370,375147.0637821427
18371,397656.2524168223
18372,393509.07891102124
18373,401572.1228069635
18374,404029.1962754801
18375,379812.5784407838
18376,381615.7272858285
18377,385719.669837176
18378,403336.0945574149
18379,410170.8897508767
18380,417383.89814874437
18381,420982.6128482544
18382,397694.3335345903
18383,403992.0940488781
18384,411969.97977031855
18385,415702.319031089
18386,416649.97122678225
18387,423751.74047582515
18388,414218.1503157285
18389,384391.33205602615
18390,380825.70046020835
18391,383669.0411374588
18392,390579.6747664832
18393,391950.5345330451
18394,396738.4205414544
18395,400436.6467454813
18396,372565.850832894
18397,373987.2189146998
18398,374425.40803313366
18399,385003.6749204185
18400,385873.93038678623
18401,400311.6577480685
18402,400173.0865567642
18403,383119.45941697806
18404,385212.13215024
18405,386773.76046384114
18406,399835.78136182256
18407,404253.35717350454
18408,415599.7559563739
18409,421206.40572908305
18410,396864.7284480467
18411,401198.45462055644
18412,403301.449001172
18413,414685.06615431193
18414,400559.391582001
18415,418497.056120346
18416,402895.8367105274
18417,375689.6515945526
18418,373558.1634725891
18419,377161.2171831603
18420,388635.12022168224
18421,394035.0875374914
18422,397781.0857477841
18423,399498.2174232212
18424,383194.5223944326
18425,376393.4828966508
18426,356630.23999585607
18427,363411.2300236261
18428,378761.62484394497
18429,380511.2537732813
18430,381370.25461624045
18431,357754.3621121459
18432,359263.34745662106
18433,360537.38362461654
18434,367103.54676529125
18435,367996.9061926466
18436,376734.83171585103
18437,376431.84194645635
18438,349150.47295238945
18439,351768.76194851764
18440,353966.0850030895
18441,367167.6155550837
18442,370362.7421293674
18443,379479.90991287737
18444,379151.0801773122
18445,356964.2774761033
18446,342641.99807716464
18447,358312.60777455446
18448,369053.7212917434
18449,369193.00904579344
18450,378470.6292636091
18451,376630.51673656993
18452,347485.99839923676
18453,349528.97711295047
18454,343293.71489562845
18455,348823.05454939726
18456,344797.3644737896
18457,348951.14159753895
18458,347355.73643566127
18459,325005.2350139059
18460,327980.5510139275
18461,328670.03254730714
18462,339056.1730263822
18463,341286.8684991414
18464,348439.7650601398
18465,353832.2995147234
18466,330544.0246220032
18467,332134.6263559524
18468,329624.5400524551
18469,335481.3724924858
18470,338805.3680263943
18471,350414.1285578681
18472,354213.3638632308
18473,327554.6933948799
18474,326747.7265029346
18475,325840.02195135196
18476,330474.2427425102
18477,326674.7983690047
18478,332827.243887061
18479,330595.0421566014
18480,304852.15918285196
18481,310345.1513057256
18482,297414.4221813337
18483,316602.7780552269
18484,314656.50426689757
18485,324340.6471619955
18486,328544.53258531424
18487,306289.89616983384
18488,305631.6002122993
18489,287550.6514282692
18490,311809.14146588824
18491,314103.0556115052
18492,319686.7334774238
18493,319829.7335376355
18494,296006.413571986
18495,298129.87800539826
18496,301137.54005055747
18497,309032.0515436825
18498,307086.0599420927
18499,313050.747457815
18500,312388.6998122951
18501,295386.84071694233
18502,293759.2685298188
18503,297189.76026365545
18504,308542.7947342266
18505,309367.34391038667
18506,322162.3536837105
18507,318230.27443912276
18508,288687.03147278813
18509,293626.10060929944
18510,297870.6207661343
18511,304243.414663668
18512,311521.5436883414
18513,318348.5504035534
18514,322457.96078911395
18515,298040.87006683176
18516,296606.21169122204
18517,295098.5158479709
18518,305211.71538849035
18519,305977.3045553379
18520,313649.2232326149
18521,314050.0247021893
18522,289190.6172432814
18523,293824.8342450147
18524,278807.98315771576
18525,302679.4706215579
18526,306027.24107042426
18527,316426.46354335395
18528,317181.5465295088
18529,292303.1232759405
18530,293974.01120258286
18531,293515.2383083969
18532,304838.4579803802
18533,303825.99172760843
18534,315665.95392689673
18535,316364.4045646935
18536,288898.1926050484
18537,289424.1887999352
18538,288690.25028472446
18539,296659.87599469523
18540,299325.76559926925
18541,304883.57848822675
18542,307310.40753353224
18543,287608.3964161763
18544,289911.258634253
18545,294828.3425458456
18546,304621.52105610765
18547,306341.0191798189
18548,314675.0637753108
18549,315526.07644821657
18550,291046.3293356791
18551,293559.623639432
18552,291786.1735065788
18553,303002.1525617945
18554,305387.1985980659
18555,312439.970617765
18556,313212.14993831626
18557,284557.50544043817
18558,289206.0930076592
18559,290529.7334812617
18560,298574.71876972757
18561,302195.36099928943
18562,313885.5431845478
18563,313720.0116181685
18564,290712.6627881425
18565,291963.7689715597
18566,296577.778652334
18567,303552.6107219567
18568,309962.66068456444
18569,319810.88094627764
18570,321248.23113991687
18571,295158.8184043758
18572,295617.6462949178
18573,299430.58617378265
18574,305113.34384047
18575,302893.3323357808
18576,306556.7148065049
18577,311643.0131008992
18578,287121.23810286925
18579,290856.66842141136
18580,290624.9521904007
18581,300545.83563592506
18582,302325.3587592604
18583,308477.3174970151
18584,310292.7873568763
18585,288301.5990986919
18586,290391.3879293314
18587,292220.83191898285
18588,304160.23860454035
18589,309563.8574208831
18590,318438.81548915175
18591,317133.0329064843
18592,293464.8931793024
18593,295725.4940047588
18594,296479.1263493935
18595,304906.5504724453
18596,309337.87685025955
18597,323628.13774957246
18598,328167.6355805774
18599,302889.4248464809
18600,305407.9284411868
18601,303969.15402031
18602,307797.53259879496
18603,306876.26122052444
18604,315045.1448930165
18605,314911.36365313904
18606,289088.7310024896
18607,290116.63120433426
18608,287933.9947850747
18609,298720.4508542938
18610,304548.5864246707
18611,317127.65427888493
18612,322386.2738532546
18613,300737.3766743614
18614,304834.79423275456
18615,299252.8858831598
18616,311975.3549216539
18617,316724.8265242992
18618,323882.3830640956
18619,325071.2698569506
18620,299844.0798310086
18621,303445.7022616453
18622,305804.527695396
18623,315051.8396733512
18624,323809.2707100913
18625,336546.2994009136
18626,343959.29598740675
18627,322336.1346936706
18628,324909.5355058515
18629,323148.58406614204
18630,328453.4274059861
18631,334891.4220216261
18632,340404.0246142001
18633,341541.85825811484
18634,319510.43958188244
18635,324599.555647139
18636,328324.1206992843
18637,336150.92207004345
18638,340286.53384826786
18639,350259.2921731257
18640,352108.9886880877
18641,327095.28485142905
18642,324453.68963154644
18643,326830.82343441795
18644,332101.7753168314
18645,335337.192995833
18646,346195.7386582893
18647,344988.67859172996
18648,321332.04551678
18649,323912.7588147482
18650,331004.8130492219
18651,343837.6183941396
18652,352756.1977840974
18653,364258.92276406864
18654,361147.7482326857
18655,334683.75736462773
18656,336043.9182387494
18657,335939.22114239016
18658,347137.63248879317
18659,349767.6235843589
18660,363689.06120646844
18661,366373.2875158924
18662,344868.64995729335
18663,348263.8972164847
18664,353923.9019384843
18665,367222.46427781304
20325,214849.40621229642
20326,218131.94808729037
20327,219391.81971283883
20328,221468.5367264447
20329,217205.95391691764
20330,222808.23968523345
20331,220586.63469053965
20332,216598.04264594882
20333,217328.7642796739
20334,216976.37618298654
20335,217717.61954576935
20336,218963.0678823264
20337,220592.2873250684
20338,218410.64390272944
20339,215977.84052185217
20340,218293.4184340514
20341,218852.33211170757
20342,222068.50645100183
20343,224059.68267612532
20344,223327.89519922127
20345,220861.08868171895
20346,219141.94116551854
20347,221925.12712429283
20348,219990.14838566308
20349,219480.9767932115
20350,219781.4454432093
20351,219696.72576396872
20352,222442.02107386006
20353,217168.99022171044
20354,222512.0330507941
20355,221368.6162800963
20356,218934.81797673594
20357,221041.982602274
20358,220498.72864772816
20359,218413.04264012608
20360,195800.66786068794
20361,212864.3234887429
20362,210209.43853624086
20363,208915.1551005946
20364,209686.5028228439
20365,211342.48881661368
20366,207333.85923687383
20367,193051.1227544397
20368,205571.62107842218
20369,220825.84749411893
20370,222027.4218441399
20371,221863.82603291006
20372,224093.08739694863
20373,205231.46528413816
20374,201114.29438946437
20375,204804.64622869634
20376,200830.0797051931
20377,201225.1394906135
20378,201742.12005936823
20379,203207.937993814
20380,201863.8608403272
20381,214090.44899874242
20382,216410.5131551469
20383,215914.3403646684
20384,201545.3746653973
20385,195019.17223767994
20386,196362.234201945
20387,197487.2423323763
20388,192659.41791400852
20389,212838.7450816571
20390,209817.17526462968
20391,209412.3752872289
20392,209278.87909794523
20393,208789.5000811263
20394,199624.43891772453
20395,195181.94268498404
20396,197823.2806017307
20397,198127.84747727518
20398,190887.17118120374
20399,199167.41825589535
20400,190513.39898771196
20401,198721.80344074115
20402,184473.32293368806
20403,187222.66357457096
20404,190731.94326090795
20405,189319.29608538904
20406,196195.36530088188
20407,198142.43426429777
20408,197849.49507498552
20409,193737.35778585105
20410,200968.9915067696
20411,200909.5554097586
20412,201366.69213240457
20413,198768.64091855957
20414,202007.17022121753
20415,202130.65061158885
20416,197104.09339793483
20417,197922.09578951486
20418,197070.9199552104
20419,199806.52117181505
20420,199287.14699136186
20421,196020.59010707634
20422,195288.84502684438
20423,189691.5531596405
20424,193862.84009981205
20425,193516.36073032746
20426,194418.16870123224
20427,194118.04946198082
20428,194853.16663882084
20429,195800.78831888738
20430,191106.75559714378
20431,195199.32997664096
20432,194877.92843679187
20433,195661.7409451765
20434,194495.98230656178
20435,195602.8222305667
20436,197315.63157376138
20437,191473.49211711844
20438,193588.53114634773
20439,191794.930700437
20440,194088.23230118
20441,191488.9262730814
20442,193707.01333957864
20443,195722.3471841807
20444,190054.9068695985
20445,193199.88139540408
20446,192104.15172100603
20447,193471.1411512725
20448,191721.13122387062
20449,193274.4938017267
20450,193464.1660859187
20451,190497.35386187176
20452,191997.61432292403
20453,191434.06203583555
20454,192488.52063481812
20455,192512.5614197697
20456,193521.79341625873
20457,192828.68672690055
20458,187698.168705374
20459,189376.32442808754
20460,189480.09043191632
20461,191203.51653329004
20462,190194.16843537922
20463,189755.20833074805
20464,189637.90079812365
20465,185633.0346445606
20466,187214.95316419678
20467,185397.79649891224
20468,185925.66821119023
20469,186468.47711798098
20470,184737.54577298352
20471,187428.80043453476
20472,192803.64566216018
20473,195853.60814186433
20474,193734.72227539573
20475,193512.1923673389
20476,193716.8601638396
20477,196663.74382233163
20478,196590.7059008979
20479,190714.33575469704
20480,193191.28629948432
20481,191665.3137723087
20482,190546.8594690504
20483,188803.257465052
20484,192606.07258398944
20485,192758.89567729033
20486,190285.2305279808
20487,193475.33104075273
20488,190985.4093414999
20489,192119.4845716715
20490,192514.86196685096
20491,193301.09932910613
20492,191323.01880962562
20493,189355.83430476085
20494,192080.14584484213
20495,188864.6459876043
20496,190258.584583136
20497,190079.65323719996
20498,190969.9681661544
20499,192034.812373411
20500,187312.10457112713
20501,190405.01950127413
20502,189324.03030778433
20503,190471.9162940173
20504,190564.06746619023
20505,190208.9014154509
20506,191446.4394410539
20507,188121.11801183413
20508,191985.6298116422
20509,188928.2904907099
20510,190757.97280836786
20511,190597.1907913074
20512,190999.45212916995
20513,189726.45011842155
20514,185984.44817711684
20515,189264.40583496678
20516,189418.67538762162
20517,191715.7304139314
20518,191157.21517267937
20519,191939.3420467592
20520,192052.32128360274
20521,189129.11623355336
20522,194103.720897188
20523,192277.78901841526
20524,191808.27572622398
20525,192282.80774928493
20526,193824.09089245347
20527,194492.26948996095
20528,189533.71509282387
20529,192274.12077066902
20530,190863.88493679705
20531,192094.53816648648
20532,191110.98117409577
20533,192224.3824727702
20534,191001.3443310712
20535,187993.1411508172
20536,191300.11097861893
20537,191680.53886749555
20538,193697.84599471733
20539,192886.66908887372
20540,194461.12606830566
20541,194809.89141687943
20542,189875.7241071834
20543,191729.86634834425
20544,189379.37885691167
20545,190323.02623181164
20546,190896.9490066878
20547,190586.74831015887
20548,190910.98491709208
20549,187350.39574141716
20550,192197.18426686857
20551,190839.46474722083
20552,190732.81818299228
20553,190636.05567890467
20554,192838.31452449475
20555,194456.61254215578
20556,193643.28769663096
20557,197574.07556970115
20558,196020.36822094
20559,197721.4328611006
20560,196600.2399790051
20561,197985.48946373057
20562,198811.41814682606
20563,197403.54848221556
20564,201349.66303540303
20565,197823.88780898793
20566,199069.8415253616
20567,197512.687990313
20568,198996.03743659804
20569,200789.8040192476
20570,196137.79836922733
20571,198221.0423108831
20572,194065.3250599389
20573,196197.13895744807
20574,198441.63150955722
20575,199322.4938114663
20576,199469.73534434548
20577,194308.9959518711
20578,198210.28224752488
20579,194695.1878684585
20580,195889.3166219454
20581,196583.20223071097
20582,198030.2170988566
20583,198543.07674232355
20584,193860.26076834925
20585,198992.79665803554
20586,195648.1281870672
20587,198751.06735322834
20588,197935.17573189703
20589,199946.82500684247
20590,199915.25573377192
20591,196756.5651919895
20592,197999.048006261
20593,199353.87094542838
20594,200692.1278176971
20595,201024.01752535955
20596,203127.48488796048
20597,204424.41806514686
20598,200283.72524225258
20599,200787.68414079648
20600,203923.8865670174
20601,206054.28940921964
20602,203656.02383920446
20603,203567.57249388445
20604,202460.6191816887
20605,200623.10952851307
20606,203411.1711497932
20607,204695.3044507976
20608,204790.2427003672
20609,204656.08705745472
20610,204976.25753002064
20611,205133.17767405658
20612,199688.9672827659
20613,203067.19624643493
20614,202448.48750275263
20615,207356.35050223634
